FID,OBJECTID,PARCELID,NUM_UNITS,GRPPCLID_1,EXLUCODE,CLASS,BOOK,PAGE,PARCEL,MLTOWN,PROPTYID,MKTLND,MKTIMP,NUMPCL,PNTPCLID,MKT_TOTAL_,TAXDST,OWNER6,OWNNM1,OWNNM2,OWNAD1,OWNAD2,LGLDS1,LGLDS2,LGLDS3,PREVOWN1,PREVOWN2,SPLFLG,NEWFLG,MKTCAU,NHBDNO,ADDRNO,ADDRST,ADDRSF,BANKCD,MLNM1,MLNM2,MLADR1,MLADR2,CNTDUE,DLNQDT,CNTSTG,CNTTRM,CNTFLG,RECST,SALDAT,SALTYP,SALAMT,SALSRC,VALID,SALCNV,DEEDNO,INSTTY,ACREDEED,UNIT,LOC_ST_IND,LOC_ST_DIR,LOC_SEC_NO,SCHOOL_COD,BOR_FLAG,HMSD_FLAG,PARSTAT,RED_25_FLA,DIV_FLAG,FORECL_FLA,ANNUAL_TAX,FRONT_FOOT,TAXES_PAID,PAR_DELETE,DELQ_TAXES,LGLDS4,CONVEY_NO,OWNER48,AUDPCLID,AUDPTYID,OWNAD1A,MLADR1A,ADDRECID,HNUM,CAGDIR,CAGSTRNAME,CAGSFX,ADDRTYPE,STRNAMID,JURISABBRV,JURISDICT,STRSEGID,JOINED,AREA,ACRES,PERIMETER,Shape_Length,Shape_Area
958,378884,009400070290,0,009400070290,MF,530,094,0007,0290,0,00940007029000,7310.000000000000000,53450.000000000000000,1,,0.000000000000000,1,NORTH ,NORTH RHINE II LIMITED PA,,114 W FOURTEENTH ST,CINCINNATI OH 45202,216 E CLIFTON AVE 25 X 58, PT LOT 10 DORSEY RED SUB, TIF ABATEMENT,NORTH RHINE II,LIMITED PARTNERSHIP,Y,N,0.000000000000000,0,216,CLIFTON,AV,0,NORTH RHINE LIMITED PARTN,,114 W 14TH ST,CINCINNATI OH 45202,0,0,,,,,33206,,0.000000000000000,,,0,0,WE,0.036000000000000,,,,,0,N,N,,,N,,0.000000000000000,0.000000000000000,0.000000000000000,,719.769999999999980,,0,NORTH RHINE II LIMITED PARTNERSHIP              ,09400070290,0940007029000,,, , , , , , , , , , ,0,0.000000000000000,0.000000000000000,0.000000000000000,172.009579350027650,0.000000000000000
959,12073,009400070291,0,009400070291,MF,530,094,0007,0291,0,00940007029100,10310.000000000000000,1990.000000000000000,7,,0.000000000000000,1,DOWNTO,DOWNTOWN PROPERTY,MANAGEMENT INC,8322 ARBORCREST DR,CINCINNATI OH 45236,214 E CLIFTON AVE 25 X 11,1 LOT 11 DORSEY RED SUB T,IF ABATEMENT,KAREN APT CO,,Y,N,0.000000000000000,0,214,CLIFTON,AV,0,DOWNTOWN PROPERTY,MANAGEMENT INC,8322 ARBORCREST DR,CINCINNATI OH 452361404,0,0,,,,,38656,,220000.000000000000000,7,,0,0,WD,0.063000000000000,,,,,0,Y,N,,,N,,0.000000000000000,0.000000000000000,0.000000000000000,,145.840000000000000,,46579,DOWNTOWN PROPERTY MANAGEMENT INC                ,09400070291,0940007029100,,, , , , , , , , , , ,0,0.000000000000000,0.000000000000000,0.000000000000000,273.297442085186840,0.000000000000000
960,12074,009400070292,0,009400070292,MF,401,094,0007,0292,0,00940007029200,4440.000000000000000,45170.000000000000000,1,,0.000000000000000,1,DOWNTO,DOWNTOWN PROPERTY,MANAGEMENT INC,8322 ARBORCREST DR,CINCINNATI OH 45236,PEETE ST 25 X 75.75 PT LO,T 12 DORSEY RED SUB TIF A,BATEMENT,KAREN APT CO,,Y,N,0.000000000000000,0,212,CLIFTON,AV,0,DOWNTOWN PROPERTY,MANAGEMENT INC,8322 ARBORCREST DR,CINCINNATI OH 452361404,0,0,,,,,38658,,0.000000000000000,7,,0,0,WE,0.045000000000000,,,,,0,N,N,,,N,,0.000000000000000,0.000000000000000,0.000000000000000,,763.330000000000040,,0,DOWNTOWN PROPERTY MANAGEMENT INC                ,09400070292,0940007029200,,, , , , , , , , , , ,0,0.000000000000000,0.000000000000000,0.000000000000000,204.669808616676680,0.000000000000000
961,12075,009400070293,0,009400070293,VA,500,094,0007,0293,0,00940007029300,10310.000000000000000,0.000000000000000,1,,0.000000000000000,1,MALLOR,MALLORY EDDIE LEE,,3729 NORWICH LN,CINCINNATI OH 45220,209 PEETE ST 25 X 111 LOT, 13 DORSEY RED SUB TIF AB,ATEMENT,CONECUH COUNTY TRAINING,SCHOOL ALUMNI ASSOCIATION,Y,N,0.000000000000000,0,209,PEETE,ST,0,MALLORY EDDIE LEE,MALLORY EDDIE LEE,3729 NORWICH LN,CINCINNATI OH 45220,0,0,,,,,39953,,500.000000000000000,1,,0,0,QU,0.065000000000000,,,,,0,N,N,,,N,,0.000000000000000,0.000000000000000,0.000000000000000,,0.000000000000000,,22334,MALLORY EDDIE LEE                               ,09400070293,0940007029300,,, , , , , , , , , , ,0,0.000000000000000,0.000000000000000,0.000000000000000,274.575697330205290,0.000000000000000
962,277378,009400070294,0,009400070294,VA,500,094,0007,0294,0,00940007029400,10310.000000000000000,0.000000000000000,13,,0.000000000000000,1,PURE  ,PURE DEVELOPMENT GROUP LL,,6220 ERIE AVE,CINCINNATI OH 45227,208 E CLIFTON AVE        ,25 X 111                 ,LOT 14 DORSEY RED SUB,ALLEN GREG G JR,,Y,N,0.000000000000000,0,208,CLIFTON,AV,0,PURE DEVELOPMENT GROUP LL,PURE DEVELOPMENT GROUP LL,6220 ERIE AVE,CINCINNATI OH 45227,0,0,,,,,41487,,0.000000000000000,2,,0,0,QE,0.061000000000000,,,,,0,N,N,,,N,,0.000000000000000,0.000000000000000,0.000000000000000,,381.110000000000010,,0,PURE DEVELOPMENT GROUP LLC                      ,09400070294,0940007029400,,, , , , , , , , , , ,0,0.000000000000000,0.000000000000000,0.000000000000000,271.583747876701120,0.000000000000000
963,111274,009400070295,0,009400070295,MF,530,094,0007,0295,0,00940007029500,10210.000000000000000,2430.000000000000000,1,,0.000000000000000,1,HISTOR,HISTORIC LIMITED LIABILIT,,1 E 4TH ST,CINCINNATI OH 45202,206 E CLIFTON AVE 25 X 11,1 LOT 15 DORSEY RED SUB T,IF ABATEMENT,HISTORIC LIMITED LIABILIT,CO LLC,Y,N,0.000000000000000,0,206,CLIFTON,AV,0,HISTORIC LIMITED LIABILIT,HISTORIC LIMITED LIABILIT,2575 QUEEN CITY AVE,CINCINNATI OH 45238,0,0,,,,,41125,,0.000000000000000,2,,0,0,AD,0.064000000000000,,,,,0,Y,N,,,N,,0.000000000000000,0.000000000000000,0.000000000000000,,149.569999999999990,,0,HISTORIC LIMITED LIABILITY CO LLC               ,09400070295,0940007029500,STE #1800,, , , , , , , , , , ,0,0.000000000000000,0.000000000000000,0.000000000000000,273.062526900011330,0.000000000000000
964,12076,009400070296,0,009400070296,C,434,094,0007,0296,0,00940007029600,7070.000000000000000,0.000000000000000,13,,0.000000000000000,1,PURE  ,PURE DEVELOPMENT GROUP LL,,6220 ERIE AVE,CINCINNATI OH 45227,204 E CLIFTON AVE        ,25 X 111                 ,LOT 16 DORSEY RED SUB,ALLEN GREG G JR,,Y,N,0.000000000000000,0,204,CLIFTON,AV,0,PURE DEVELOPMENT GROUP LL,PURE DEVELOPMENT GROUP LL,6220 ERIE AVE,CINCINNATI OH 45227,0,0,,,,,41487,,0.000000000000000,2,,0,0,QE,0.065000000000000,,,,,0,N,N,,,N,,0.000000000000000,0.000000000000000,0.000000000000000,,307.880000000000000,,0,PURE DEVELOPMENT GROUP LLC                      ,09400070296,0940007029600,,, , , , , , , , , , ,0,0.000000000000000,0.000000000000000,0.000000000000000,273.790020843126630,0.000000000000000
965,378885,009400070297,0,009400070297,C,434,094,0007,0297,0,00940007029700,7970.000000000000000,60230.000000000000000,13,,0.000000000000000,1,PURE  ,PURE DEVELOPMENT GROUP LL,,6220 ERIE AVE,CINCINNATI OH 45227,CLIFTON AVE              ,25 X 55.5                ,PT LOT 17 DORSEY RED SUB,ALLEN GREG G JR,,Y,N,0.000000000000000,0,200,CLIFTON,AV,0,PURE DEVELOPMENT GROUP LL,PURE DEVELOPMENT GROUP LL,6220 ERIE AVE,CINCINNATI OH 45227,0,0,,,,,41487,,0.000000000000000,2,,0,0,QE,0.032000000000000,,,,,0,Y,N,,,N,,0.000000000000000,0.000000000000000,0.000000000000000,,3646.510000000000200,,0,PURE DEVELOPMENT GROUP LLC                      ,09400070297,0940007029700,,, , , , , , , , , , ,0,0.000000000000000,0.000000000000000,0.000000000000000,161.577539068920520,0.000000000000000
966,320368,009400070298,0,009400070298,C,434,094,0007,0298,0,00940007029800,2010.000000000000000,0.000000000000000,13,,0.000000000000000,1,PURE  ,PURE DEVELOPMENT GROUP LL,,6220 ERIE AVE,CINCINNATI OH 45227,201 PEETE ST             ,25 X 56.17               ,PT LOT 17 DORSEY RED SUB,ALLEN GREG G JR,,Y,N,0.000000000000000,0,201,PEETE,ST,0,PURE DEVELOPMENT GROUP LL,PURE DEVELOPMENT GROUP LL,6220 ERIE AVE,CINCINNATI OH 45227,0,0,,,,,41487,,0.000000000000000,2,,0,0,QE,0.032000000000000,,,,,0,N,N,,,N,,0.000000000000000,0.000000000000000,0.000000000000000,,30.780000000000001,,0,PURE DEVELOPMENT GROUP LLC                      ,09400070298,0940007029800,,, , , , , , , , , , ,0,0.000000000000000,0.000000000000000,0.000000000000000,161.300538100255520,0.000000000000000
967,320370,009400070316,0,009400070316,VA,500,094,0007,0316,0,00940007031600,7080.000000000000000,0.000000000000000,3,,0.000000000000000,1,OVER  ,OVER THE RHINE COMMUNITY ,,114 W 14TH ST,CINCINNATI OH 45202,200 PEETE ST 25 X 55.5 PT, LOT 18 DORSEY RED SUB TI,F ABATEMENT,OVER THE RHINE COMMUNITY,HOUSING INC,Y,N,0.000000000000000,0,200,PEETE,ST,0,OVER THE RHINE COMMUNITY ,OVER THE RHINE COMMUNITY ,114 W 14TH ST,CINCINNATI OH 45202,0,0,,,,,42160,,0.000000000000000,3,,0,0,WE,0.032000000000000,,,,,0,N,N,,,N,,0.000000000000000,0.000000000000000,0.000000000000000,,0.000000000000000,,0,OVER THE RHINE COMMUNITY HOUSING INC            ,09400070316,0940007031600,,, , , , , , , , , , ,0,0.000000000000000,0.000000000000000,0.000000000000000,161.216828874770840,0.000000000000000
968,12129,009400070341,0,009400070341,VA,500,094,0007,0341,0,00940007034100,5220.000000000000000,0.000000000000000,2,,0.000000000000000,1,CINCIN,CINCINNATI CITY SCHOOL,DISTRICT,2651 BURNET AVE,CINCINNATI OH 45219,CLIFTON AVE 16.92X63.42  ,PT BLK 1 FINDLAY & LUDLOW,SUB               TIF ABA,BRYANT DIANA,& DIANA BRYANT,Y,N,0.000000000000000,0,213,CLIFTON,AV,0,CINCINNATI CITY SCHOOL,CINCINNATI CITY SCHOOL,2651 BURNET AVE,CINCINNATI OH 45219,0,0,,,,,40876,,0.000000000000000,2,,0,0,WE,0.024000000000000,,,,,0,N,N,,,N,,0.000000000000000,0.000000000000000,0.000000000000000,,144.840000000000000,TEMENT,0,CINCINNATI CITY SCHOOL DISTRICT                 ,09400070341,0940007034100,,, , , , , , , , , , ,0,0.000000000000000,0.000000000000000,0.000000000000000,159.692847437024710,0.000000000000000
969,379096,009400070342,0,009400070342,VA,500,094,0007,0342,0,00940007034200,4910.000000000000000,0.000000000000000,2,,0.000000000000000,1,CITY  ,CITY OF CINCINNATI BOARD,OF EDUCATION OF THE CITY ,2651 BURNETT AVE,CINCINNATI OH 45219,CLIFTON AVE 16.40 X 63.42, PT BLK 1 FINDLAY & LUDLO,WS SUB TIF ABATEMENT,COMMUNITY VIEWS LLC,,Y,N,0.000000000000000,0,215,CLIFTON,AV,0,CITY OF CINCINNATI BOARD,CITY OF CINCINNATI BOARD,2651 BURNETT AVE,CINCINNATI OH 45219,0,0,,,,,40562,,0.000000000000000,2,,0,0,WE,0.024000000000000,,,,,0,N,N,,,N,,0.000000000000000,0.000000000000000,0.000000000000000,,136.120000000000000,,0,CITY OF CINCINNATI BOARD OF EDUCATION OF THE CIT,09400070342,0940007034200,,, , , , , , , , , , ,0,0.000000000000000,0.000000000000000,0.000000000000000,159.021160322681820,0.000000000000000
970,379097,009400070345,0,009400070345,VA,500,094,0007,0345,0,00940007034500,100.000000000000000,0.000000000000000,10,,0.000000000000000,1,2414  ,2414 MORGAN DEVELOPMENT L,,3905 PERRY ST,BRENTWOOD MD 20722,CLIFTON AV 0.05 X 59 IRR ,PT LOT 2 J HUSTS EXTRS TI,F ABATEMENT,2414 MORGAN DEVELOPMENT,LLC,N,N,0.000000000000000,0,,GREEN,ST,0,2414 MORGAN DEVELOPMENT L,,3905 PERRY STREE,BRENTWOOD MD 20722,0,0,,,,,41169,,165000.000000000000000,2,,0,0,WD,0.001000000000000,,,,,0,N,N,,,N,,0.000000000000000,0.000000000000000,0.000000000000000,,1.660000000000000,,40149,2414 MORGAN DEVELOPMENT LLC                     ,09400070345,0940007034500,,, , , , , , , , , , ,0,0.000000000000000,0.000000000000000,0.000000000000000,121.558184189335420,0.000000000000000
971,320569,009400070348,0,009400070348,VA,400,094,0007,0348,0,00940007034800,60.000000000000000,0.000000000000000,1,,0.000000000000000,1,BUCKEY,BUCKEYE STREET VENTURES L,,5507 CLEANDER DR,CINCINNATI OH 45238,E CLIFTON AV             ,0.02 X 56.12 IRR         ,PT LOT 4 J HUST EXTRS SUB,BUCKEYE STREET VENTURES,LLC,N,N,0.000000000000000,0,,REPUBLIC,ST,0,BUCKEYE STREET VENTURES L,BUCKEYE STREET VENTURES L,5507 CLEANDER DR,CINCINNATI OH 45238,0,0,,,,,41358,,68000.000000000000000,3,,0,0,WD,0.001000000000000,,,,,0,N,N,,,N,,0.000000000000000,0.000000000000000,0.000000000000000,,0.000000000000000,TIF ABATEMENT,67197,BUCKEYE STREET VENTURES LLC                     ,09400070348,0940007034800,,, , , , , , , , , , ,0,0.000000000000000,0.000000000000000,0.000000000000000,114.475709193967840,0.000000000000000
972,12130,009400070351,0,009400070351,VA,400,094,0007,0351,0,00940007035100,60.000000000000000,0.000000000000000,3,,0.000000000000000,1,ROSS  ,ROSS RANDY R,,207 E CLIFFON AVE,CINCINNATI OH 45202,REAR HUST ALLEY          ,1.5 X 36                 ,PT LOTS 2-3 J HUSTS EXTRS,ROSS RANDY,& NOEL TICHENOR,N,N,0.000000000000000,0,207,CLIFTON,AV,0,ROSS RANDY R,ROSS RANDY R,207 E CLIFFON AVE,CINCINNATI OH 45202,0,0,,,,,41494,,20200.000000000000000,2,,0,0,QU,0.001000000000000,,,,,0,N,N,,,N,,0.000000000000000,0.000000000000000,0.000000000000000,,0.000000000000000,TIF ABATEMENT,55771,ROSS RANDY R                                    ,09400070351,0940007035100,,, , , , , , , , , , ,0,0.000000000000000,0.000000000000000,0.000000000000000,78.190024431998367,0.000000000000000
973,111281,009400070354,0,009400070354,MF,530,094,0007,0354,0,00940007035400,7250.000000000000000,61820.000000000000000,1,,0.000000000000000,1,TOM   ,TOM VIN LLC,,1717 BEACON ST,CINCINNATI OH 45230,LANG ST  0.0380 AC       ,TIF ABATEMENT,,JDR HOMES LLC,,Y,N,0.000000000000000,0,1706,LANG,ST,0,TOMVIN LLC,TOMVIN LLC,314 W MCMICKEN AVE,CINCINNATI OH 45214,0,0,,,,,37833,,0.000000000000000,,,0,0,WE,0.038000000000000,,,,,0,N,N,,,N,,0.000000000000000,0.000000000000000,0.000000000000000,,8173.430000000000300,,0,TOM VIN LLC                                     ,09400070354,0940007035400,,, , , , , , , , , , ,0,0.000000000000000,0.000000000000000,0.000000000000000,166.004900099060000,0.000000000000000
974,99607,009400070356,0,009400070356,C,456,094,0007,0356,0,00940007035600,0.000000000000000,0.000000000000000,2,,0.000000000000000,1,LIBERT,LIBERTY & MAIN,PROPERTIES LLC,10521 SPRING RUN DR,CINCINNATI OH 45231,,,,,,N,N,0.000000000000000,0,,LIBERTY,ST,0,LIBERTY & MAIN,LIBERTY & MAIN,10521 SPRING RUN DR,CINCINNATI OH 45231,0,0,,,,,42034,,0.000000000000000,3,,0,0,WE,0.000000000000000,,,,,0,N,N,,,N,,0.000000000000000,0.000000000000000,0.000000000000000,,0.000000000000000,,0,LIBERTY & MAIN PROPERTIES LLC                   ,09400070356,0940007035600,,, , , , , , , , , , ,0,0.000000000000000,0.000000000000000,0.000000000000000,194.269782121650680,0.000000000000000
975,64173,009400040043,0,009400040001,ED,650,094,0004,0043,90,00940004004390,0.000000000000000,0.000000000000000,0,009400040001,0.000000000000000,1,CINCIN,CINCINNATI BOARD OF EDUCA,,PO BOX 5384,CINCINNATI OH 45201-5384,,,,CINCINNATI BOARD OF,EDUCATION,,,0.000000000000000,0,,,,0,CINTI BOARD OF EDUCATION-,,PO BOX 5384,CINCINNATI OH 452015384,0,0,,,,,0,,0.000000000000000,,,0,0,,0.000000000000000,,,,,0,,,,,,,0.000000000000000,0.000000000000000,0.000000000000000,,0.000000000000000,,0,CINCINNATI BOARD OF EDUCATION                   ,09400040043,0940004004300,,, , , , , , , , , , ,0,0.000000000000000,0.000000000000000,0.000000000000000,229.739614132809550,0.000000000000000
976,166248,009400040021,0,009400040021,ED,650,094,0004,0021,90,00940004002190,12720.000000000000000,0.000000000000000,1,,0.000000000000000,1,CINCIN,CINCINNATI BOARD OF EDUCA,,PO BOX 5384,CINCINNATI OH 45201-5384,2108 VINE ST   44.23  X  ,108.95  IRRPT LOT 1  EDEN, B REEDERS SUBPARS 21-22 ,CINCINNATI BOARD,OF EDUCATION,Y,N,0.000000000000000,0,2108,VINE,ST,0,CINTI BOARD OF EDUCATION-,,PO BOX 5384,CINCINNATI OH 452015384,0,0,,,,,32874,,0.000000000000000,,,0,0,WE,0.115000000000000,,,,,0,N,N,,,N,,0.000000000000000,0.000000000000000,0.000000000000000,,0.000000000000000,CONS,0,CINCINNATI BOARD OF EDUCATION                   ,09400040021,0940004002190,,, , , , , , , , , , ,0,0.000000000000000,0.000000000000000,0.000000000000000,256.664482803743680,0.000000000000000
977,11559,009400040024,0,009400040023,ED,650,094,0004,0024,90,00940004002490,0.000000000000000,0.000000000000000,0,009400040023,0.000000000000000,1,CINCIN,CINCINNATI BOARD OF EDUCA,,PO BOX 5384,CINCINNATI OH 45201-5384,,,,CINTI BD OF EDUCATION,,,,0.000000000000000,0,,,,0,CINTI BOARD OF EDUCATION-,,PO BOX 5384,CINCINNATI OH 452015384,0,0,,,,,0,,0.000000000000000,,,0,0,,0.000000000000000,,,,,0,,,,,,,0.000000000000000,0.000000000000000,0.000000000000000,,0.000000000000000,,0,CINCINNATI BOARD OF EDUCATION                   ,09400040024,0940004002400,,, , , , , , , , , , ,0,0.000000000000000,0.000000000000000,0.000000000000000,256.416587734070500,0.000000000000000
978,320776,009400040025,0,009400040025,ED,650,094,0004,0025,90,00940004002590,6440.000000000000000,0.000000000000000,1,,0.000000000000000,1,CINCIN,CINCINNATI BOARD OF EDUCA,,PO BOX 5384,CINCINNATI OH 45201-5384,2102-4 VINE ST 33 FT IRR ,PT LOT 2 EDEN B REEDER   ,SUB SQ 59 EXEMPT-6,CINCINNATI BOARD,OF EDUCATION,Y,N,0.000000000000000,0,2102,VINE,ST,0,CINTI BOARD OF EDUCATION-,,PO BOX 5384,CINCINNATI OH 452015384,0,0,,,,,32874,,0.000000000000000,,,0,0,WE,0.079000000000000,,,,,0,N,N,,,N,,0.000000000000000,0.000000000000000,0.000000000000000,,0.000000000000000,,0,CINCINNATI BOARD OF EDUCATION                   ,09400040025,0940004002590,,, , , , , , , , , , ,0,0.000000000000000,0.000000000000000,0.000000000000000,278.757282826391020,0.000000000000000
979,320972,009400040026,0,009400040026,ED,650,094,0004,0026,90,00940004002690,6310.000000000000000,0.000000000000000,1,,0.000000000000000,1,CINCIN,CINCINNATI BOARD OF EDUCA,,PO BOX 5384,CINCINNATI OH 45201-5384,2100 VINE ST   33  X  73.,98  IRRPT LOT 3 EDEN B RE,EDER SUB SQ 59,CINCINNATI BOARD,OF EDUCATION,Y,N,0.000000000000000,0,2100,VINE,ST,0,CINTI BOARD OF EDUCATION-,,PO BOX 5384,CINCINNATI OH 452015384,0,0,,,,,32874,,0.000000000000000,,,0,0,WE,0.075000000000000,,,,,0,N,N,,,N,,0.000000000000000,0.000000000000000,0.000000000000000,,0.000000000000000,,0,CINCINNATI BOARD OF EDUCATION                   ,09400040026,0940004002690,,, , , , , , , , , , ,0,0.000000000000000,0.000000000000000,0.000000000000000,267.289385851226030,0.000000000000000
980,109807,009400040049,0,009400040049,ED,650,094,0004,0049,90,00940004004990,2300.000000000000000,0.000000000000000,1,,0.000000000000000,1,CINCIN,CINCINNATI BOARD OF EDUCA,,PO BOX 5384,CINCINNATI OH 45201-5384,2109 LOTH ST    25 X 90  ,IRR              PT LOT 7, EDEN B REEDERS,CINCINNATI BOARD,OF EDUCATION,Y,N,0.000000000000000,0,2109,LOTH,ST,0,CINTI BOARD OF EDUCATION-,,PO BOX 5384,CINCINNATI OH 452015384,0,0,,,,,32874,,0.000000000000000,,,0,0,WE,0.053000000000000,,,,,0,N,N,,,N,,0.000000000000000,0.000000000000000,0.000000000000000,,0.000000000000000,,0,CINCINNATI BOARD OF EDUCATION                   ,09400040049,0940004004990,,, , , , , , , , , , ,0,0.000000000000000,0.000000000000000,0.000000000000000,231.782427874707370,0.000000000000000
981,220953,009400040050,0,009400040050,ED,650,094,0004,0050,90,00940004005090,2200.000000000000000,0.000000000000000,1,,0.000000000000000,1,CINCIN,CINCINNATI BOARD OF EDUCA,,PO BOX 5384,CINCINNATI OH 45201-5384,10 MULBERRY ST EX-6      ,22.50 X 100              ,PT LOT 4 EDEN B REEDERS  ,CINCINNATI BOARD,OF EDUCATION,Y,N,0.000000000000000,0,10,MULBERRY,ST,0,CINTI BOARD OF EDUCATION-,,PO BOX 5384,CINCINNATI OH 452015384,0,0,,,,,32874,,0.000000000000000,,,0,0,WE,0.049000000000000,,,,,0,N,N,,,N,,0.000000000000000,0.000000000000000,0.000000000000000,,0.000000000000000,SUB,0,CINCINNATI BOARD OF EDUCATION                   ,09400040050,0940004005090,,, , , , , , , , , , ,0,0.000000000000000,0.000000000000000,0.000000000000000,243.270911767269640,0.000000000000000
982,11560,009400040051,0,009400040051,ED,650,094,0004,0051,90,00940004005190,2200.000000000000000,0.000000000000000,1,,0.000000000000000,1,CINCIN,CINCINNATI BOARD OF EDUCA,,PO BOX 5384,CINCINNATI OH 45201-5384,12 MULBERRY ST EX-6      ,22.50 X 100              ,PT LOTS 4-5 EDEN B       ,CINCINNATI BOARD,OF EDUCATION,Y,N,0.000000000000000,0,12,MULBERRY,ST,0,CINTI BOARD OF EDUCATION-,,PO BOX 5384,CINCINNATI OH 452015384,0,0,,,,,32874,,0.000000000000000,,,0,0,WE,0.052000000000000,,,,,0,N,N,,,N,,0.000000000000000,0.000000000000000,0.000000000000000,,0.000000000000000,REEDERS SUB,0,CINCINNATI BOARD OF EDUCATION                   ,09400040051,0940004005190,,, , , , , , , , , , ,0,0.000000000000000,0.000000000000000,0.000000000000000,245.814842134856010,0.000000000000000
983,109808,009400040052,0,009400040052,ED,650,094,0004,0052,90,00940004005290,2200.000000000000000,0.000000000000000,1,,0.000000000000000,1,CINCIN,CINCINNATI BOARD OF EDUCA,,PO BOX 5384,CINCINNATI OH 45201-5384,14 MULBERRY ST 25 X 69   ,IRR PT LOTS 5-6 EDEN B   ,REEDERS SUB EX-6,CINCINNATI BOARD,OF EDUCATION,Y,N,0.000000000000000,0,14,MULBERRY,ST,0,CINTI BOARD OF EDUCATION-,,PO BOX 5384,CINCINNATI OH 452015384,0,0,,,,,32874,,0.000000000000000,,,0,0,WE,0.045000000000000,,,,,0,N,N,,,N,,0.000000000000000,0.000000000000000,0.000000000000000,,0.000000000000000,,0,CINCINNATI BOARD OF EDUCATION                   ,09400040052,0940004005290,,, , , , , , , , , , ,0,0.000000000000000,0.000000000000000,0.000000000000000,248.076918685969870,0.000000000000000
984,64174,009400040053,0,009400040053,ED,650,094,0004,0053,90,00940004005390,1700.000000000000000,0.000000000000000,1,,0.000000000000000,1,CINCIN,CINCINNATI BOARD OF EDUCA,,PO BOX 5384,CINCINNATI OH 45201-5384,16 MULBERRY ST EX-6      ,20 X 69                  ,PT LOTS 5-6 EDEN B,CINCINNATI BOARD,OF EDUCATION,Y,N,0.000000000000000,0,16,MULBERRY,ST,0,CINTI BOARD OF EDUCATION-,,PO BOX 5384,CINCINNATI OH 452015384,0,0,,,,,32874,,0.000000000000000,,,0,0,WE,0.032000000000000,,,,,0,N,N,,,N,,0.000000000000000,0.000000000000000,0.000000000000000,,0.000000000000000,,0,CINCINNATI BOARD OF EDUCATION                   ,09400040053,0940004005390,,, , , , , , , , , , ,0,0.000000000000000,0.000000000000000,0.000000000000000,179.071972862421550,0.000000000000000
985,277872,009600040088,0,009600040088,VA,500,096,0004,0088,0,00960004008800,2020.000000000000000,0.000000000000000,14,,0.000000000000000,1,SHROPS,SHROPSHIRE DEBBORAH A TR ,,822 PONTOON WAY,OXNARD CA 93035,RENNER ST                ,20 X 90                  ,LOT 51 N LONGWORTHS      ,SHROPSHIRE ROBERT III ET,,Y,N,0.000000000000000,0,260,RENNER,ST,0,SHROPSHIRE DEBBORAH A TR ,SHROPSHIRE DEBBORAH A TR ,822 PONTOON WAY,OXNARD CA 93035,0,0,,,,,41486,,0.000000000000000,2,,0,0,PC,0.041000000000000,,,,,0,Y,N,,,N,,0.000000000000000,0.000000000000000,0.000000000000000,,133.180000000000010,MOHAWK SUB,0,SHROPSHIRE DEBBORAH A TR @4                     ,09600040088,0960004008800,,, , , , , , , , , , ,0,0.000000000000000,0.000000000000000,0.000000000000000,219.529571177691080,0.000000000000000
986,12032,009600040089,0,009600040089,VA,500,096,0004,0089,0,00960004008900,3700.000000000000000,0.000000000000000,14,,0.000000000000000,1,SHROPS,SHROPSHIRE DEBBORAH A TR ,,822 PONTOON WAY,OXNARD CA 93035,RENNER ST                ,20 X 90                  ,LOT 50 N LONGWORTHS      ,SHROPSHIRE ROBERT III,,Y,N,0.000000000000000,0,258,RENNER,ST,0,SHROPSHIRE DEBBORAH A TR ,SHROPSHIRE DEBBORAH A TR ,822 PONTOON WAY,OXNARD CA 93035,0,0,,,,,41486,,0.000000000000000,2,,0,0,PC,0.042000000000000,,,,,0,Y,N,,,N,,0.000000000000000,0.000000000000000,0.000000000000000,,228.009999999999990,MOHAWK SUB,0,SHROPSHIRE DEBBORAH A TR @4                     ,09600040089,0960004008900,,, , , , , , , , , , ,0,0.000000000000000,0.000000000000000,0.000000000000000,220.821372604583700,0.000000000000000
987,110456,009600040090,0,009600040090,VA,500,096,0004,0090,0,00960004009000,3700.000000000000000,0.000000000000000,14,,0.000000000000000,1,SHROPS,SHROPSHIRE DEBBORAH A TR ,,822 PONTOON WAY,OXNARD CA 93035,RENNER ST                ,20 X 90                  ,LOT 49 N LONGWORTHS      ,SHROPSHIRE ROBERT III ET,,Y,N,0.000000000000000,0,256,RENNER,ST,0,SHROPSHIRE DEBBORAH A TR ,SHROPSHIRE DEBBORAH A TR ,822 PONTOON WAY,OXNARD CA 93035,0,0,,,,,41486,,0.000000000000000,2,,0,0,PC,0.041000000000000,,,,,0,Y,N,,,N,,0.000000000000000,0.000000000000000,0.000000000000000,,228.009999999999990,MOHAWK SUB,0,SHROPSHIRE DEBBORAH A TR @4                     ,09600040090,0960004009000,,, , , , , , , , , , ,0,0.000000000000000,0.000000000000000,0.000000000000000,218.859210862678960,0.000000000000000
